Program	Code	Mnemonic	Summary	Severity	HelpLink
C/C++ Compiler	C1088	CannotFlushFiletypeFile	Cannot flush filetype file: 'file': message	Fatal Error	https://msdn.microsoft.com/en-us/library/s1byzbxd.aspx
C/C++ Compiler	C1090	DataAllocationExceeds64K 	Data allocation exceeds 64K	Fatal Error	https://msdn.microsoft.com/en-us/library/aa983535.aspx
C/C++ Compiler	C1092	EditAndContinueDataTypesChangesNotSupported 	Edit and Continue does not support changes to data types; build required	Fatal Error	http://msdn.microsoft.com/en-us/library/t6ab57kt.aspx
C/C++ Compiler	C1093	APICallFailure	API call 'function name' failed 'location of call' : 'text from run-time'	Fatal Error	http://msdn.microsoft.com/en-us/library/y7ke5e4d.aspx
C/C++ Compiler	C1094		'-Zmval1' : command line option is inconsistent with value used to build precompiled header ('-Zmval2')	Fatal Error	http://msdn.microsoft.com/en-us/library/3ztc68td.aspx
C/C++ Compiler	C1100	UnableToInitializeOLE	unable to initialize OLE : system error message	Fatal Error	http://msdn.microsoft.com/en-us/library/d79fdc6s.aspx
C/C++ Compiler	C1107	CouldNotFindAssembly	could not find assembly 'file': please specify the assembly search path using /AI or by setting the LIBPATH environment variable	Fatal Error	http://msdn.microsoft.com/en-us/library/xc76hcb7.aspx
C/C++ Compiler	C1113	UsingFailed	#using failed on 'file'	Fatal Error	http://msdn.microsoft.com/en-us/library/ms173557.aspx
C/C++ Compiler	C1120	GetProcAddressCallFailed	call to GetProcAddress failed for 'function'	Fatal Error	http://msdn.microsoft.com/en-us/library/990dbbac.aspx
C/C++ Compiler	C1121	CryptoAPICallFailed	call to CryptoAPI failed	Fatal Error	http://msdn.microsoft.com/en-us/library/z5k3sf2e.aspx
C/C++ Compiler	C1126	AutomaticAllocationExceedsSize	'identifier' : automatic allocation exceeds size	Fatal Error	http://msdn.microsoft.com/en-us/library/5cca7h9z.aspx
C/C++ Compiler	C1128	NumberOfSectionsExceededObjectFileFormat limit	number of sections exceeded object file format limit : compile with /bigobj	Fatal Error	http://msdn.microsoft.com/en-us/library/8578y171.aspx
C/C++ Compiler	C1189	UserSuppliedErrorMessage	#error : user supplied error message	Fatal Error	http://msdn.microsoft.com/en-us/library/y0tzt8e0.aspx
C/C++ Compiler	C1191	DllCanOnlyBeImportedAtGlobalScope	'dll' can only be imported at global scope	Fatal Error	http://msdn.microsoft.com/en-us/library/cf68e7d0.aspx
C/C++ Compiler	C1192	UsingFailed2	#using failed on 'file'	Fatal Error	http://msdn.microsoft.com/en-us/library/z2ky5tfk.aspx
C/C++ Compiler	C1197	CannotReferenceMscorlibDll1	cannot reference 'mscorlib.dll_1' as the program has already referenced 'mscorlib.dll_2'	Fatal Error	http://msdn.microsoft.com/en-us/library/yyww6c2y.aspx
C/C++ Compiler	C1305	ProfileDatabaseIsForADifferentArchitecture	profile database 'pgd_file' is for a different architecture	Fatal Error	http://msdn.microsoft.com/en-us/library/35ahfd3b.aspx
C/C++ Compiler	C1307	ProgramEditedSinceProfileDataWasCollected	program has been edited since profile data was collected	Fatal Error	http://msdn.microsoft.com/en-us/library/ysft6h22.aspx
C/C++ Compiler	C1308	LinkingAssembliesNotSupported	linking assemblies is not supported	Fatal Error	http://msdn.microsoft.com/en-us/library/6wx1d7ae.aspx
C/C++ Compiler	C1309	MismatchedVersionsOfC2DLLAndPGODBDLL	Mismatched versions of C2.DLL and PGODB<version>.DLL	Fatal Error	http://msdn.microsoft.com/en-us/library/zebek567.aspx
C/C++ Compiler	C1311		COFF format cannot statically initialize 'var' with number byte(s) of an address	Fatal Error	http://msdn.microsoft.com/en-us/library/2z61stb5.aspx
C/C++ Compiler	C1313	TypeBlocksMayNotBeNestedDeeperThanNumberLevels	compiler limit : type blocks may not be nested deeper than number levels	Fatal Error	http://msdn.microsoft.com/en-us/library/69074azh.aspx
C/C++ Compiler	C1350	DllNotFound	error loading dll 'dll': dll not found	Fatal Error	http://msdn.microsoft.com/en-us/library/ke6a2ay6.aspx
C/C++ Compiler	C1382	PCHFileWasRebuiltSinceObjWasGenerated	the PCH file 'file' has been rebuilt since 'obj' was generated. Please rebuild this object	Fatal Error	http://msdn.microsoft.com/en-us/library/xkf7175d.aspx
C/C++ Compiler	C1506	UnrecoverableBlockScopingError	unrecoverable block scoping error	Fatal Error	http://msdn.microsoft.com/en-us/library/2k36xz81.aspx
C/C++ Compiler	C1509	TooManyExceptionHandlerStatesInFunction	compiler limit : too many exception handler states in function 'function'. simplify function	Fatal Error	http://msdn.microsoft.com/en-us/library/673fh3hz.aspx
C/C++ Compiler	C1600	UnsupportedDataType	unsupported data type	Fatal Error	http://msdn.microsoft.com/en-us/library/969h9e7z.aspx
C/C++ Compiler	C1601	UnsupportedInlineAssemblyOpcode	unsupported inline assembly opcode	Fatal Error	http://msdn.microsoft.com/en-us/library/hb7kw715.aspx
C/C++ Compiler	C1602	UnsupportedIntrinsic	unsupported intrinsic	Fatal Error	http://msdn.microsoft.com/en-us/library/za6204z5.aspx
C/C++ Compiler	C1603	InlineAssemblyBranchTargetOutOfRange	inline assembly branch target out of range by 'number' bytes	Fatal Error	http://msdn.microsoft.com/en-us/library/47xdkc00.aspx
C/C++ Compiler	C1853	StalePrecompiledHeaderFile	'filename' precompiled header file is from a previous version of the compiler, or the precompiled header is C++ and you are using it from C (or vice versa)	Fatal Error	http://msdn.microsoft.com/en-us/library/5t8yz59b.aspx
C/C++ Compiler	C1854		cannot overwrite information formed during creation of the precompiled header in object file: 'filename'	Fatal Error	http://msdn.microsoft.com/en-us/library/5a193hd8.aspx
C/C++ Compiler	C1900	IlMismatch	Il mismatch between 'tool1' version 'number1' and 'tool2' version 'number2'	Fatal Error	http://msdn.microsoft.com/en-us/library/ks07be9f.aspx
C/C++ Compiler	C1902	ProgramDatabaseManagerMismatch	program database manager mismatch; please check your installation	Fatal Error	http://msdn.microsoft.com/en-us/library/8y7hea02.aspx
C/C++ Compiler	C1905	FrontEndAndBackEndNotCompatible	Front end and back end not compatible (must target same processor)	Fatal Error	http://msdn.microsoft.com/en-us/library/414e6214.aspx
C/C++ Compiler	C2001	NewlineInConstant	newline in constant	Error	http://msdn.microsoft.com/en-us/library/4x3c2e37.aspx
C/C++ Compiler	C2002	InvalidWideCharacterConstant	invalid wide-character constant	Error	http://msdn.microsoft.com/en-us/library/9k7eyt96.aspx
C/C++ Compiler	C2003	ExpectedDefinedId	expected 'defined id'	Error	http://msdn.microsoft.com/en-us/library/ts2ba83w.aspx
C/C++ Compiler	C2005	LineExpected	#line expected a line number, found 'token'	Error	http://msdn.microsoft.com/en-us/library/t9y1yzxa.aspx
C/C++ Compiler	C2006	DirectiveExpectedFilename	'directive' expected a filename, found 'token'	Error	http://msdn.microsoft.com/en-us/library/dc232hsx.aspx
C/C++ Compiler	C2007	DefineSyntax	#define syntax	Error	http://msdn.microsoft.com/en-us/library/ket47se8.aspx
C/C++ Compiler	C2008	CharacterUnexpectedInMacroDefinition	'character' : unexpected in macro definition	Error	http://msdn.microsoft.com/en-us/library/4f56f136.aspx
C/C++ Compiler	C2009	ReuseOfMacroFormal	reuse of macro formal 'identifier'	Error	http://msdn.microsoft.com/en-us/library/h7x27s26.aspx
C/C++ Compiler	C2010	CharacterUnexpectedInMacroFormalParameterList	'character' : unexpected in macro formal parameter list	Error	http://msdn.microsoft.com/en-us/library/64sxk83h.aspx
C/C++ Compiler	C2011	TypeRedefinition	'identifier' : 'type' type redefinition	Error	http://msdn.microsoft.com/en-us/library/sksadsda.aspx
C/C++ Compiler	C2014	PreprocessorCommandMustStartAsFirstNonwhiteSpace	preprocessor command must start as first nonwhite space	Error	http://msdn.microsoft.com/en-us/library/k1795kd9.aspx
C/C++ Compiler	C2015	TooManyCharactersInConstant	too many characters in constant	Error	http://msdn.microsoft.com/en-us/library/s7f33t4h.aspx
C/C++ Compiler	C2017	IllegalEscapeSequence	illegal escape sequence	Error	http://msdn.microsoft.com/en-us/library/29t70y03.aspx
C/C++ Compiler	C2018	UnknownCharacterInHexnumber	unknown character 'hexnumber'	Error	http://msdn.microsoft.com/en-us/library/977dd354.aspx
C/C++ Compiler	C2019	ExpectedPreprocessorDirective	expected preprocessor directive, found 'character'	Error	http://msdn.microsoft.com/en-us/library/t805xaef.aspx
C/C++ Compiler	C2020		'member' : 'class' member redefinition	Error	http://msdn.microsoft.com/en-us/library/kkfkh5by.aspx
C/C++ Compiler	C2021		expected exponent value, not 'character'	Error	http://msdn.microsoft.com/en-us/library/986k91hd.aspx
C/C++ Compiler	C2022		'number' : too big for character	Error	http://msdn.microsoft.com/en-us/library/0dw8eyws.aspx
C/C++ Compiler	C2026		string too big, trailing characters truncated	Error	http://msdn.microsoft.com/en-us/library/dddywwsc.aspx
C/C++ Compiler	C2027	UseOfUndefinedType	use of undefined type 'type'	Error	http://msdn.microsoft.com/en-us/library/6c2dk0ah.aspx
C/C++ Compiler	C2032		'identifier' : function cannot be member of struct/union 'structorunion'	Error	http://msdn.microsoft.com/en-us/library/39ewy34z.aspx
C/C++ Compiler	C2034		'identifier' : type of bit field too small for number of bits	Error	http://msdn.microsoft.com/en-us/library/w99za7yk.aspx
C/C++ Compiler	C2036		'identifier' : unknown size	Error	http://msdn.microsoft.com/en-us/library/1kay26wa.aspx
C/C++ Compiler	C2039	MemberNotFound	'identifier1' : is not a member of 'identifier2'	Error	http://msdn.microsoft.com/en-us/library/fdwb3fd7.aspx
C/C++ Compiler	C2040		'operator' : 'identifier1' differs in levels of indirection from 'identifier2'	Error	http://msdn.microsoft.com/en-us/library/kb3dky0e.aspx
C/C++ Compiler	C2041		illegal digit 'character' for base 'number'	Error	http://msdn.microsoft.com/en-us/library/setawcaz.aspx
C/C++ Compiler	C2050		switch expression not integral	Error	http://msdn.microsoft.com/en-us/library/sx5yxyzc.aspx
C/C++ Compiler	C2051		case expression not constant	Error	http://msdn.microsoft.com/en-us/library/ez8ttz2y.aspx
C/C++ Compiler	C2052		'type' : illegal type for case expression	Error	http://msdn.microsoft.com/en-us/library/0210dhwe.aspx
C/C++ Compiler	C2053		'identifier' : wide string mismatch	Error	http://msdn.microsoft.com/en-us/library/988h0zdd.aspx
C/C++ Compiler	C2054		expected '(' to follow 'identifier'	Error	http://msdn.microsoft.com/en-us/library/0cyzw7b9.aspx
C/C++ Compiler	C2055		expected formal parameter list, not a type list	Error	http://msdn.microsoft.com/en-us/library/w8s382kk.aspx
C/C++ Compiler	C2056		illegal expression	Error	http://msdn.microsoft.com/en-us/library/89tt256x.aspx
C/C++ Compiler	C2057		expected constant expression	Error	http://msdn.microsoft.com/en-us/library/eff825eh.aspx
C/C++ Compiler	C2059	SyntaxErrorToken	syntax error : 'token'	Error	http://msdn.microsoft.com/en-us/library/t8xe60cf.aspx
C/C++ Compiler	C2060	SyntaxErrorEof	syntax error : end of file found	Error	http://msdn.microsoft.com/en-us/library/4yz2hx50.aspx
C/C++ Compiler	C2061	SyntaxErrorIdentifier	syntax error : identifier 'identifier'	Error	http://msdn.microsoft.com/en-us/library/yha416c7.aspx
C/C++ Compiler	C2062	UnexpectedType	type 'type' unexpected	Error	http://msdn.microsoft.com/en-us/library/atx4s5t4.aspx
C/C++ Compiler	C2064		term does not evaluate to a function taking 'number' arguments	Error	http://msdn.microsoft.com/en-us/library/z72c1dfd.aspx
C/C++ Compiler	C2065	UndeclaredIdentifier	'identifier' : undeclared identifier	Error	http://msdn.microsoft.com/en-us/library/ewcf0002.aspx
C/C++ Compiler	C2066		cast to function type is illegal	Error	http://msdn.microsoft.com/en-us/library/695102d5.aspx
C/C++ Compiler	C2070		'type': illegal sizeof operand	Error	http://msdn.microsoft.com/en-us/library/9adz64y0.aspx
C/C++ Compiler	C2071		'identifier' : illegal storage class	Error	http://msdn.microsoft.com/en-us/library/deb3kh5w.aspx
C/C++ Compiler	C2072		'identifier' : initialization of a function	Error	http://msdn.microsoft.com/en-us/library/128k6yas.aspx
C/C++ Compiler	C2073		'identifier' : elements of partially initialized array must have a default constructor	Error	http://msdn.microsoft.com/en-us/library/ke6ah2h2.aspx
C/C++ Compiler	C2077		non-scalar field initializer 'identifier'	Error	http://msdn.microsoft.com/en-us/library/y73setx7.aspx
C/C++ Compiler	C2078		too many initializers	Error	http://msdn.microsoft.com/en-us/library/663y2htx.aspx
C/C++ Compiler	C2079		'identifier' uses undefined class/struct/union 'name'	Error	http://msdn.microsoft.com/en-us/library/9ekhdcxs.aspx
C/C++ Compiler	C2081		'identifier' : name in formal parameter list illegal	Error	http://msdn.microsoft.com/en-us/library/67bk6w13.aspx
C/C++ Compiler	C2084	FunctionFunctionAlreadyHasBody	function 'function' already has a body	Error	http://msdn.microsoft.com/en-us/library/xs4hat8z.aspx
C/C++ Compiler	C2085		'identifier' : not in formal parameter list	Error	http://msdn.microsoft.com/en-us/library/bst88fzb.aspx
C/C++ Compiler	C2086		'identifier' : redefinition	Error	http://msdn.microsoft.com/en-us/library/hdw9ww53.aspx
C/C++ Compiler	C2087		'identifier' : missing subscript	Error	http://msdn.microsoft.com/en-us/library/xa2axfh9.aspx
C/C++ Compiler	C2088		'operator' : illegal for 'class-key'	Error	http://msdn.microsoft.com/en-us/library/ebbkytkd.aspx
C/C++ Compiler	C2089		'identifier' : 'class-key' too large	Error	http://msdn.microsoft.com/en-us/library/zt5y1a47.aspx
C/C++ Compiler	C2090		function returns array	Error	http://msdn.microsoft.com/en-us/library/fs34td6x.aspx
C/C++ Compiler	C2091		function returns function	Error	http://msdn.microsoft.com/en-us/library/xx2eekb5.aspx
C/C++ Compiler	C2092		'array name' array element type cannot be function	Error	http://msdn.microsoft.com/en-us/library/3c0s4y1z.aspx
C/C++ Compiler	C2093		'variable1' : cannot be initialized using address of automatic variable 'variable2'	Error	http://msdn.microsoft.com/en-us/library/8exfksza.aspx
C/C++ Compiler	C2095		'function' : actual parameter has type 'void' : parameter 'number'	Error	http://msdn.microsoft.com/en-us/library/3h0h49de.aspx
C/C++ Compiler	C2097		illegal initialization	Error	http://msdn.microsoft.com/en-us/library/5c6ha6cc.aspx
C/C++ Compiler	C2100		illegal indirection	Error	http://msdn.microsoft.com/en-us/library/bzf3eha6.aspx
C/C++ Compiler	C2104		'&amp;' on bit field ignored	Error	http://msdn.microsoft.com/en-us/library/1585b9yh.aspx
C/C++ Compiler	C2105		'operator' needs l-value	Error	http://msdn.microsoft.com/en-us/library/hczbs6w2.aspx
C/C++ Compiler	C2106		'operator' : left operand must be l-value	Error	http://msdn.microsoft.com/en-us/library/wxy5f14h.aspx
C/C++ Compiler	C2107		illegal index, indirection not allowed	Error	http://msdn.microsoft.com/en-us/library/4ce3c20s.aspx
C/C++ Compiler	C2108		subscript is not of integral type	Error	http://msdn.microsoft.com/en-us/library/c15fsbfw.aspx
C/C++ Compiler	C2109		subscript requires array or pointer type	Error	http://msdn.microsoft.com/en-us/library/fhexbxk9.aspx
C/C++ Compiler	C2112		'-' : pointer subtraction requires integral or pointer operand	Error	http://msdn.microsoft.com/en-us/library/bz883111.aspx
C/C++ Compiler	C2117		'identifier' : array bounds overflow	Error	http://msdn.microsoft.com/en-us/library/5awwxh25.aspx
C/C++ Compiler	C2118		negative subscript	Error	http://msdn.microsoft.com/en-us/library/16w19205.aspx
C/C++ Compiler	C2120		'void' illegal with all types	Error	http://msdn.microsoft.com/en-us/library/yte3yy7h.aspx
C/C++ Compiler	C2121		'#' : invalid character : possibly the result of a macro expansion	Error	http://msdn.microsoft.com/en-us/library/1s467t6a.aspx
C/C++ Compiler	C2122		'identifier' : prototype parameter in name list illegal	Error	http://msdn.microsoft.com/en-us/library/cc6z2e9k.aspx
C/C++ Compiler	C2128		'function' : alloc_text/same_seg applicable only to functions with C linkage	Error	http://msdn.microsoft.com/en-us/library/551hfhae.aspx
C/C++ Compiler	C2129		static function 'function' declared but not defined	Error	http://msdn.microsoft.com/en-us/library/acsd9e65.aspx
C/C++ Compiler	C2133		'identifier' : unknown size	Error	http://msdn.microsoft.com/en-us/library/c13wk277.aspx
C/C++ Compiler	C2138		illegal to define an enumeration without any members	Error	http://msdn.microsoft.com/en-us/library/56xbxs1b.aspx
C/C++ Compiler	C2139		'type' : an undefined class is not allowed as an argument to compiler intrinsic type trait 'trait'	Error	http://msdn.microsoft.com/en-us/library/ms173567.aspx
C/C++ Compiler	C2140		'type' : a type that is dependent on a generic type parameter is not allowed as an argument to compiler intrinsic type trait 'trait'	Error	http://msdn.microsoft.com/en-us/library/ms173568.aspx
C/C++ Compiler	C2141		array size overflow	Error	http://msdn.microsoft.com/en-us/library/ms235252.aspx
C/C++ Compiler	C2142		function declarations differ, variable parameters specified only in one of them	Error	http://msdn.microsoft.com/en-us/library/0w2982ds.aspx
C/C++ Compiler	C2143	MissingTokenBeforeToken	syntax error : missing 'token1' before 'token2'	Error	http://msdn.microsoft.com/en-us/library/0afb82ta.aspx
C/C++ Compiler	C2144	TypeShouldBePrecededByToken	syntax error : 'type' should be preceded by 'token'	Error	http://msdn.microsoft.com/en-us/library/1x3dw9tc.aspx
C/C++ Compiler	C2146	MissingTokenBeforeIdentifier	syntax error : missing 'token' before identifier 'identifier'	Error	http://msdn.microsoft.com/en-us/library/9xbcaa9t.aspx
C/C++ Compiler	C2147		syntax error : 'identifier' is a new keyword	Error	http://msdn.microsoft.com/en-us/library/3x4s7a6y.aspx
C/C++ Compiler	C2148		total size of array must not exceed 0x7fffffff bytes	Error	http://msdn.microsoft.com/en-us/library/s0z0bbfe.aspx
C/C++ Compiler	C2151		more than one language attribute	Error	http://msdn.microsoft.com/en-us/library/x22w1b85.aspx
C/C++ Compiler	C2152		'identifier' : pointers to functions with different attributes	Error	http://msdn.microsoft.com/en-us/library/b08ss75a.aspx
C/C++ Compiler	C2153		hex constants must have at least one hex digit	Error	http://msdn.microsoft.com/en-us/library/ecs2d3zd.aspx
C/C++ Compiler	C2154		'segment' : does not refer to a segment name	Error	http://msdn.microsoft.com/en-us/library/4hx3ktw7.aspx
C/C++ Compiler	C2155		'?' : invalid left operand, expected arithmetic or pointer type	Error	http://msdn.microsoft.com/en-us/library/ywbhw28h.aspx
C/C++ Compiler	C2162		expected macro formal parameter	Error	http://msdn.microsoft.com/en-us/library/81184a7f.aspx
C/C++ Compiler	C2163		'function' : not available as an intrinsic function	Error	http://msdn.microsoft.com/en-us/library/3ec3atw3.aspx
C/C++ Compiler	C2164		'function' : intrinsic function not declared	Error	http://msdn.microsoft.com/en-us/library/330x0abx.aspx
C/C++ Compiler	C2169		'function' : intrinsic function, cannot be defined	Error	http://msdn.microsoft.com/en-us/library/s85a3w4b.aspx
C/C++ Compiler	C2170		'identifier' : not declared as a function, cannot be intrinsic	Error	http://msdn.microsoft.com/en-us/library/0few5yxh.aspx
C/C++ Compiler	C2174		'function' : actual parameter has type 'void' : parameter number1, parameter list number2	Error	http://msdn.microsoft.com/en-us/library/bf63a4a7.aspx
C/C++ Compiler	C2175		'locale' : invalid locale	Error	http://msdn.microsoft.com/en-us/library/3923hsw2.aspx
C/C++ Compiler	C2179		'type' : an attribute argument cannot use type parameters	Error	http://msdn.microsoft.com/en-us/library/ks0zs0x6.aspx
C/C++ Compiler	C2180		controlling expression has type 'type'	Error	http://msdn.microsoft.com/en-us/library/zwesbe4a.aspx
C/C++ Compiler	C2183		syntax error: translation unit is empty	Error	http://msdn.microsoft.com/en-us/library/8e2ae6hb.aspx
C/C++ Compiler	C2185		'identifier' : illegal based allocation	Error	http://msdn.microsoft.com/en-us/library/4kx9s43y.aspx
C/C++ Compiler	C2190		first parameter list longer than second	Error	http://msdn.microsoft.com/en-us/library/d1dtw812.aspx
C/C++ Compiler	C2191		second parameter list longer than first	Error	http://msdn.microsoft.com/en-us/library/dt7s9h2w.aspx
C/C++ Compiler	C2192		parameter 'number' declaration different	Error	http://msdn.microsoft.com/en-us/library/88y7tsa1.aspx
C/C++ Compiler	C2193		'identifier' : already in a segment	Error	http://msdn.microsoft.com/en-us/library/fs97xdzk.aspx
C/C++ Compiler	C2194		'identifier' : is a text segment	Error	http://msdn.microsoft.com/en-us/library/3wbw3975.aspx
C/C++ Compiler	C2195		'identifier' : is a data segment	Error	http://msdn.microsoft.com/en-us/library/eezk6zx5.aspx
C/C++ Compiler	C2199		syntax error : found 'identifier (' at global scope (was a declaration intended?)	Error	http://msdn.microsoft.com/en-us/library/20e1bs77.aspx
C/C++ Compiler	C2201		'identifier' : must have external linkage in order to be exported/imported	Error	http://msdn.microsoft.com/en-us/library/1yex70d1.aspx
C/C++ Compiler	C2203		delete operator cannot specify bounds for an array	Error	http://msdn.microsoft.com/en-us/library/yhyx04dy.aspx
C/C++ Compiler	C2205		'identifier' : cannot initialize extern variables with block scope	Error	http://msdn.microsoft.com/en-us/library/wfdsbsef.aspx
C/C++ Compiler	C2207		'member' in struct/union 'tag' has a zero-sized array	Error	http://msdn.microsoft.com/en-us/library/h22488zh.aspx
C/C++ Compiler	C2208		'type' : no members defined using this type	Error	http://msdn.microsoft.com/en-us/library/0bhx6ts2.aspx
C/C++ Compiler	C2212		'identifier' : __based not available for pointers to functions	Error	http://msdn.microsoft.com/en-us/library/b9he40hs.aspx
C/C++ Compiler	C2213		'modifier' : illegal argument to __based	Error	http://msdn.microsoft.com/en-us/library/esh19454.aspx
C/C++ Compiler	C2217		'attribute1' requires 'attribute2'	Error	http://msdn.microsoft.com/en-us/library/8cxzyx6f.aspx
C/C++ Compiler	C2219		syntax error : type qualifier must be after '*'	Error	http://msdn.microsoft.com/en-us/library/097sy9kt.aspx
C/C++ Compiler	C2220	WarningTreatedAsError	warning treated as error - no object file generated	Error	http://msdn.microsoft.com/en-us/library/ksk5k0ta.aspx
C/C++ Compiler	C2223		left of '-&gt;identifier' must point to struct/union	Error	http://msdn.microsoft.com/en-us/library/2eaz03kd.aspx
C/C++ Compiler	C2224		left of '.identifier' must have struct/union type	Error	http://msdn.microsoft.com/en-us/library/a5f5awf5.aspx
C/C++ Compiler	C2229		type 'identifier' has an illegal zero-sized array	Error	http://msdn.microsoft.com/en-us/library/0scy7z2d.aspx
C/C++ Compiler	C2233		'identifier' : arrays of objects containing zero-size arrays are illegal	Error	http://msdn.microsoft.com/en-us/library/81zca88z.aspx
C/C++ Compiler	C2234		'name' : arrays of references are illegal	Error	http://msdn.microsoft.com/en-us/library/4skf3w6b.aspx
C/C++ Compiler	C2236		unexpected 'class-key' 'identifier''. Did you forget a ';'?	Error	http://msdn.microsoft.com/en-us/library/wx7x0ezw.aspx
C/C++ Compiler	C2243		'conversion type' conversion from 'type1' to 'type2' exists, but is inaccessible	Error	http://msdn.microsoft.com/en-us/library/s5480d1f.aspx
C/C++ Compiler	C2244		'identifier' : unable to match function definition to an existing declaration	Error	http://msdn.microsoft.com/en-us/library/yf190ysd.aspx
C/C++ Compiler	C2247		'identifier' not accessible because 'class' uses 'specifier' to inherit from 'class'	Error	http://msdn.microsoft.com/en-us/library/a1ktd2d9.aspx
C/C++ Compiler	C2248		'member' : cannot access 'access' member declared in class 'class'	Error	http://msdn.microsoft.com/en-us/library/tsbce2bh.aspx
C/C++ Compiler	C2249		'member' : no accessible path to access member declared in virtual base 'class'	Error	http://msdn.microsoft.com/en-us/library/3ex85724.aspx
C/C++ Compiler	C2250		'identifier' : ambiguous inheritance of 'class::member'	Error	http://msdn.microsoft.com/en-us/library/6fts3ys1.aspx
C/C++ Compiler	C2252		cannot explicitly instantiate template in current scope	Error	http://msdn.microsoft.com/en-us/library/4ds5s2s4.aspx
C/C++ Compiler	C2253		'function' : pure specifier or abstract override specifier only allowed on virtual function	Error	http://msdn.microsoft.com/en-us/library/6s480ckd.aspx
C/C++ Compiler	C2254		'function' : pure specifier or abstract override specifier not allowed on friend function	Error	http://msdn.microsoft.com/en-us/library/y80xsx5z.aspx
C/C++ Compiler	C2256		illegal use of friend specifier on 'function'	Error	http://msdn.microsoft.com/en-us/library/zad5s3a3.aspx
C/C++ Compiler	C2259	CannotInstantiateAbstractClass	'class' : cannot instantiate abstract class	Error	http://msdn.microsoft.com/en-us/library/zxt206sk.aspx
C/C++ Compiler	C2261		'string' : assembly reference is invalid and cannot be resolved	Error	http://msdn.microsoft.com/en-us/library/ms173693.aspx
C/C++ Compiler	C2264		'function' : error in function definition or declaration; function not called	Error	http://msdn.microsoft.com/en-us/library/c84eh4ck.aspx
C/C++ Compiler	C2267		'function' : static functions with block scope are illegal	Error	http://msdn.microsoft.com/en-us/library/1ewx8432.aspx
C/C++ Compiler	C2270		'function' : modifiers not allowed on nonmember functions	Error	http://msdn.microsoft.com/en-us/library/h8tw34k0.aspx
C/C++ Compiler	C2271		'operator' : new/delete cannot have formal list modifiers	Error	http://msdn.microsoft.com/en-us/library/tts5da2h.aspx
C/C++ Compiler	C2272		'function' : modifiers not allowed on static member functions	Error	http://msdn.microsoft.com/en-us/library/475eh775.aspx
C/C++ Compiler	C2273		'type' : illegal as right side of '-&gt;' operator	Error	http://msdn.microsoft.com/en-us/library/0f4d8012.aspx
C/C++ Compiler	C2274		'type' : illegal as right side of '.' operator	Error	http://msdn.microsoft.com/en-us/library/kst1dcx0.aspx
C/C++ Compiler	C2275	IllegalUseOfTypeAsAnExpression	'identifier' : illegal use of this type as an expression	Error	http://msdn.microsoft.com/en-us/library/76c9k4ah.aspx
C/C++ Compiler	C2276		'operator' : illegal operation on bound member function expression	Error	http://msdn.microsoft.com/en-us/library/850cstw1.aspx
C/C++ Compiler	C2277		'identifier' : cannot take address of this member function	Error	http://msdn.microsoft.com/en-us/library/049f98xy.aspx
C/C++ Compiler	C2279		exception specification cannot appear in a typedef declaration	Error	http://msdn.microsoft.com/en-us/library/7c38yzs9.aspx
C/C++ Compiler	C2285		pointers to members representation has already been determined - pragma ignored	Error	http://msdn.microsoft.com/en-us/library/h32dy7wz.aspx
C/C++ Compiler	C2286		pointers to members of 'identifier' representation is already set to 'inheritance' - declaration ignored	Error	http://msdn.microsoft.com/en-us/library/9z8tbhb2.aspx
C/C++ Compiler	C2287		'class': inheritance representation: 'representation1' is less general than the required 'representation2'	Error	http://msdn.microsoft.com/en-us/library/9s7t2kws.aspx
C/C++ Compiler	C2292		'identifier': best case inheritance representation: 'representation1' declared but 'representation2' required	Error	http://msdn.microsoft.com/en-us/library/sehycyw0.aspx
C/C++ Compiler	C2296		'operator' : bad left operand	Error	http://msdn.microsoft.com/en-us/library/xe71wayt.aspx
C/C++ Compiler	C2297		'operator' : bad right operand	Error	http://msdn.microsoft.com/en-us/library/wzd88zhz.aspx
C/C++ Compiler	C2298		'operation' : illegal operation on pointer to member function expression	Error	http://msdn.microsoft.com/en-us/library/zkcy3ee2.aspx
C/C++ Compiler	C2299		'function' : behavior change: an explicit specialization can not be a copy constructor or copy assignment operator	Error	http://msdn.microsoft.com/en-us/library/wea79k49.aspx
C/C++ Compiler	C2307		pragma 'pragma' must be outside function if incremental compilation is enabled	Error	http://msdn.microsoft.com/en-us/library/33hay34c.aspx
C/C++ Compiler	C2308		concatenating mismatched strings	Error	http://msdn.microsoft.com/en-us/library/86888ehe.aspx
C/C++ Compiler	C2309		catch handler expected a parenthesized exception declaration	Error	http://msdn.microsoft.com/en-us/library/9y97tw1k.aspx
C/C++ Compiler	C2310		catch handlers must specify one type	Error	http://msdn.microsoft.com/en-us/library/6cz26kab.aspx
C/C++ Compiler	C2311		'exception' : is caught by '...' on line number	Error	http://msdn.microsoft.com/en-us/library/k918ys50.aspx
C/C++ Compiler	C2324		'identifier' : unexpected to the right of 'name'	Error	http://msdn.microsoft.com/en-us/library/316767ke.aspx
C/C++ Compiler	C2325		'type' : unexpected type to the right of 'name'	Error	http://msdn.microsoft.com/en-us/library/b62byz63.aspx
C/C++ Compiler	C2327		'symbol' : is not a type name, static, or enumerator	Error	http://msdn.microsoft.com/en-us/library/ac27ea0d.aspx
