Program	Code	Mnemonic	Summary	Severity	HelpLink
C# Compiler	CS0028	InvalidMainSig	'function declaration' has the wrong signature to be an entry point 	Warning (level 4)	https://msdn.microsoft.com/en-us/library/cdt084ch(v=vs.90).aspx
C# Compiler	CS0029	NoImplicitConv	Cannot implicitly convert type 'type' to 'type'	Error	https://msdn.microsoft.com/en-us/library/xzhh5fx5(v=vs.90).aspx
C# Compiler	CS0030	NoExplicitConv	Cannot convert type 'type' to 'type'	Error	https://msdn.microsoft.com/en-us/library/zth4bb2f(v=vs.90).aspx
C# Compiler	CS0031	ConstOutOfRange	Constant value 'value' cannot be converted to a 'type'. (use 'unchecked' syntax to override)	Error	https://msdn.microsoft.com/en-us/library/879y0b2y(v=vs.90).aspx
C# Compiler	CS0034	AmbigBinaryOps	Operator 'operator' is ambiguous on operands of type 'type1' and 'type2'	Error	https://msdn.microsoft.com/en-us/library/w23z7ctw(v=vs.90).aspx
C# Compiler	CS0035	AmbigUnaryOp	Operator 'operator' is ambiguous on an operand of type 'type'	Error	https://msdn.microsoft.com/en-us/library/71ax0ctw(v=vs.90).aspx
C# Compiler	CS0036	InAttrOnOutParam	An out parameter cannot have the '[In]' attribute	Error	https://msdn.microsoft.com/en-us/library/2asc9bzh(v=vs.90).aspx
C# Compiler	CS0037	ValueCantBeNull	Cannot convert null to 'type' because it is a non-nullable value type	Error	https://msdn.microsoft.com/en-us/library/6z0y399a(v=vs.90).aspx
C# Compiler	CS0038	WrongNestedThis	Cannot access a nonstatic member of outer type 'type1' via nested type 'type2'	Error	https://msdn.microsoft.com/en-us/library/twws505a(v=vs.90).aspx
C# Compiler	CS0039	NoExplicitBuiltinConv	Cannot convert type 'type1' to 'type2' via a reference conversion, boxing conversion, unboxing conversion, wrapping conversion, or null type conversion	Error	https://msdn.microsoft.com/en-us/library/8s92a6fk(v=vs.90).aspx
C# Compiler	CS0040	DebugInit	Unexpected error creating debug information file - 'reason'	Error	https://msdn.microsoft.com/en-us/library/d82598t0(v=vs.90).aspx
C# Compiler	CS0041	DebugEmitFailure	The fully qualified name for 'type' is too long for debug information. Compile without '/debug' option.	Error	https://msdn.microsoft.com/en-us/library/93sk305h(v=vs.90).aspx
C# Compiler	CS0042	DebugInitFile	Unexpected error creating debug information file 'file' - 'reason'	Error	https://msdn.microsoft.com/en-us/library/82h240ac(v=vs.90).aspx
C# Compiler	CS0043	BadPDBFormat	PDB file 'file' has an incorrect or out-of-date format. Delete it and rebuild.	Error	https://msdn.microsoft.com/en-us/library/7k45sdh9(v=vs.90).aspx
C# Compiler	CS0050	BadVisReturnType	Inconsistent accessibility: return type 'type' is less accessible than method 'method'	Error	https://msdn.microsoft.com/en-us/library/be25s2h2(v=vs.90).aspx
C# Compiler	CS0051	BadVisParamType	Inconsistent accessibility: parameter type 'type' is less accessible than method 'method'	Error	https://msdn.microsoft.com/en-us/library/4sscdk02(v=vs.90).aspx
C# Compiler	CS0052	BadVisFieldType	Inconsistent accessibility: field type 'type' is less accessible than field 'field'	Error	https://msdn.microsoft.com/en-us/library/997yz02a(v=vs.90).aspx
C# Compiler	CS0053	BadVisPropertyType	Inconsistent accessibility: property type 'type' is less accessible than property 'property'	Error	https://msdn.microsoft.com/en-us/library/532wtsbc(v=vs.90).aspx
C# Compiler	CS0054	BadVisIndexerReturn	Inconsistent accessibility: indexer return type 'type' is less accessible than indexer 'indexer'	Error	https://msdn.microsoft.com/en-us/library/0efy9xb8(v=vs.90).aspx
C# Compiler	CS0055	BadVisIndexerParam	Inconsistent accessibility: parameter type 'type' is less accessible than indexer 'indexer'	Error	https://msdn.microsoft.com/en-us/library/6b0x5w9f(v=vs.90).aspx
C# Compiler	CS0056	BadVisOpReturn	Inconsistent accessibility: return type 'type' is less accessible than operator 'operator'	Error	https://msdn.microsoft.com/en-us/library/7zdw9dt0(v=vs.90).aspx
C# Compiler	CS0057	BadVisOpParam	Inconsistent accessibility: parameter type 'type' is less accessible than operator 'operator'	Error	https://msdn.microsoft.com/en-us/library/1he6k2zs(v=vs.90).aspx
C# Compiler	CS0058	BadVisDelegateReturn	Inconsistent accessibility: return type 'type' is less accessible than delegate 'delegate'	Error	https://msdn.microsoft.com/en-us/library/9c065z8s(v=vs.90).aspx
C# Compiler	CS0059	BadVisDelegateParam	Inconsistent accessibility: parameter type 'type' is less accessible than delegate 'delegate'	Error	https://msdn.microsoft.com/en-us/library/20f51zz7(v=vs.90).aspx
C# Compiler	CS0060	BadVisBaseClass	Inconsistent accessibility: base class 'class1' is less accessible than class 'class2'	Error	https://msdn.microsoft.com/en-us/library/5732hs83(v=vs.90).aspx
C# Compiler	CS0061	BadVisBaseInterface	Inconsistent accessibility: base interface 'interface 1' is less accessible than interface 'interface 2'	Error	https://msdn.microsoft.com/en-us/library/7f82xxf1(v=vs.90).aspx
C# Compiler	CS0065	EventNeedsBothAccessors	'event' : event property must have both add and remove accessors	Error	https://msdn.microsoft.com/en-us/library/0f0hd5bt(v=vs.90).aspx
C# Compiler	CS0066	EventNotDelegate	'event': event must be of a delegate type	Error	https://msdn.microsoft.com/en-us/library/204syhfb(v=vs.90).aspx
C# Compiler	CS0067	UnreferencedEvent	The event 'event' is never used	Warning (level 3)	https://msdn.microsoft.com/en-us/library/858x0ycc(v=vs.90).aspx
C# Compiler	CS0068	InterfaceEventInitializer	'event': event in interface cannot have initializer	Error	https://msdn.microsoft.com/en-us/library/zysh6113(v=vs.90).aspx
C# Compiler	CS0069	EventPropertyInInterface	An event in an interface cannot have add or remove accessors	Error	https://msdn.microsoft.com/en-us/library/z9s8ywt2(v=vs.90).aspx
C# Compiler	CS0070	BadEventUsage	The event 'event' can only appear on the left hand side of += or -= (except when used from within the type 'type')	Error	https://msdn.microsoft.com/en-us/library/033kfe9y(v=vs.90).aspx
C# Compiler	CS0071	ExplicitEventFieldImpl	An explicit interface implementation of an event must use event accessor syntax	Error	https://msdn.microsoft.com/en-us/library/8ez72w0b(v=vs.90).aspx
C# Compiler	CS0072	CantOverrideNonEvent	'event' : cannot override; 'method' is not an event	Error	https://msdn.microsoft.com/en-us/library/24s4z20f(v=vs.90).aspx
C# Compiler	CS0073	AddRemoveMustHaveBody	An add or remove accessor must have a body	Error	https://msdn.microsoft.com/en-us/library/x5d28say(v=vs.90).aspx
C# Compiler	CS0074	AbstractEventInitializer	'event': abstract event cannot have initializer	Error	https://msdn.microsoft.com/en-us/library/a6fc68d3(v=vs.90).aspx
C# Compiler	CS0075	PossibleBadNegCast	To cast a negative value, you must enclose the value in parentheses	Error	https://msdn.microsoft.com/en-us/library/dfd1ef4y(v=vs.90).aspx
C# Compiler	CS0076	ReservedEnumerator	The enumerator name 'value__' is reserved and cannot be used	Error	https://msdn.microsoft.com/en-us/library/e3988xhs(v=vs.90).aspx
C# Compiler	CS0077	AsMustHaveReferenceType	The as operator must be used with a reference type or nullable type ('int' is a non-nullable value type).	Error	https://msdn.microsoft.com/en-us/library/b7tch9h0(v=vs.90).aspx
C# Compiler	CS0078	LowercaseEllSuffix	The 'l' suffix is easily confused with the digit '1' -- use 'L' for clarity	Warning (level 4)	https://msdn.microsoft.com/en-us/library/s74dtt7k(v=vs.90).aspx
C# Compiler	CS0079	BadEventUsageNoField	The event 'event' can only appear on the left hand side of += or -=	Error	https://msdn.microsoft.com/en-us/library/8k9b7wd8(v=vs.90).aspx
C# Compiler	CS0080	ConstraintOnlyAllowedOnGenericDecl	Constraints are not allowed on non-generic declarations	Error	https://msdn.microsoft.com/en-us/library/k73715hx(v=vs.90).aspx
C# Compiler	CS0081	TypeParamMustBeIdentifier	Type parameter declaration must be an identifier not a type	Error	https://msdn.microsoft.com/en-us/library/fdz4fesy(v=vs.90).aspx
C# Compiler	CS0082	MemberReserved	Type 'type' already reserves a member called 'name' with the same parameter types	Error	https://msdn.microsoft.com/en-us/library/bb882524(v=vs.90).aspx
C# Compiler	CS0100	DuplicateParamName	The parameter name 'parameter name' is a duplicate	Error	https://msdn.microsoft.com/en-us/library/7669cfts(v=vs.90).aspx
C# Compiler	CS0101	DuplicateNameInNS	The namespace 'namespace' already contains a definition for 'type'	Error	https://msdn.microsoft.com/en-us/library/5b4kb4we(v=vs.90).aspx
C# Compiler	CS0102	DuplicateNameInClass	The type 'type name' already contains a definition for 'identifier'	Error	https://msdn.microsoft.com/en-us/library/26f2y168(v=vs.90).aspx
C# Compiler	CS0103	NameNotInContext	The name 'identifier' does not exist in the current context	Error	https://msdn.microsoft.com/en-us/library/t8zbaa6f(v=vs.90).aspx
C# Compiler	CS0104	AmbigContext	'reference' is an ambiguous reference between 'identifier' and 'identifier'	Error	https://msdn.microsoft.com/en-us/library/e094swa1(v=vs.90).aspx
C# Compiler	CS0105	DuplicateUsing	The using directive for 'namespace' appeared previously in this namespace	Warning (level 3)	https://msdn.microsoft.com/en-us/library/467z4ya9(v=vs.90).aspx
C# Compiler	CS0106	BadMemberFlag	The modifier 'modifier' is not valid for this item	Error	https://msdn.microsoft.com/en-us/library/3dd3ha66(v=vs.90).aspx
C# Compiler	CS0107	BadMemberProtection	More than one protection modifier	Error	https://msdn.microsoft.com/en-us/library/bbs35d4w(v=vs.90).aspx
C# Compiler	CS0108	NewRequired	'member1' hides inherited member 'member2'. Use the new keyword if hiding was intended.	Warning (level 2)	https://msdn.microsoft.com/en-us/library/3s8070fc(v=vs.90).aspx
C# Compiler	CS0109	NewNotRequired	The member 'member' does not hide an inherited member. The new keyword is not required	Warning (level 4)	https://msdn.microsoft.com/en-us/library/css4y2c4(v=vs.90).aspx
C# Compiler	CS0110	CircConstValue	The evaluation of the constant value for 'const declaration' involves a circular definition	Error	https://msdn.microsoft.com/en-us/library/cy6ckyye(v=vs.90).aspx
C# Compiler	CS0111	MemberAlreadyExists	Type 'class' already defines a member called 'member' with the same parameter types	Error	https://msdn.microsoft.com/en-us/library/ddza5cw4(v=vs.90).aspx
C# Compiler	CS0112	StaticNotVirtual	A static member 'function' cannot be marked as override, virtual or abstract	Error	https://msdn.microsoft.com/en-us/library/a3t92ys4(v=vs.90).aspx
C# Compiler	CS0113	OverrideNotNew	A member 'function' marked as override cannot be marked as new or virtual	Error	https://msdn.microsoft.com/en-us/library/cstb4x06(v=vs.90).aspx
C# Compiler	CS0114	NewOrOverrideExpected	'function1' hides inherited member 'function2'. To make the current method override that implementation, add the override keyword. Otherwise add the new keyword.	Warning (level 2)	https://msdn.microsoft.com/en-us/library/04xcc4t1(v=vs.90).aspx
C# Compiler	CS0115	OverrideNotExpected	'function' : no suitable method found to override	Error	https://msdn.microsoft.com/en-us/library/xb57z28f(v=vs.90).aspx
C# Compiler	CS0116	NamespaceUnexpected	A namespace does not directly contain members such as fields or methods	Error	https://msdn.microsoft.com/en-us/library/xx071h86(v=vs.90).aspx
C# Compiler	CS0117	NoSuchMember	'type' does not contain a definition for 'identifier'	Error	https://msdn.microsoft.com/en-us/library/c4aad8at(v=vs.90).aspx
C# Compiler	CS0118	BadSKknown	'construct1_name' is a 'construct1' but is used like a 'construct2'	Error	https://msdn.microsoft.com/en-us/library/fzc6hyft(v=vs.90).aspx
C# Compiler	CS0119	BadSKunknown	'construct1_name' is a 'construct1', which is not valid in the given context.	Error	https://msdn.microsoft.com/en-us/library/b0kht3zf(v=vs.90).aspx
C# Compiler	CS0120	ObjectRequired	An object reference is required for the nonstatic field, method, or property 'member'	Error	https://msdn.microsoft.com/en-us/library/s35hcfh7(v=vs.90).aspx
C# Compiler	CS0121	AmbigCall	The call is ambiguous between the following methods or properties: 'method1' and 'method2'	Error	https://msdn.microsoft.com/en-us/library/ky5f1hz8(v=vs.90).aspx
C# Compiler	CS0122	BadAccess	'member' is inaccessible due to its protection level	Error	https://msdn.microsoft.com/en-us/library/ha94aebs(v=vs.90).aspx
C# Compiler	CS0123	MethDelegateMismatch	No overload for 'method' matches delegate 'delegate'	Error	https://msdn.microsoft.com/en-us/library/5d8fk6ew(v=vs.90).aspx
C# Compiler	CS0126	RetObjectRequired	An object of a type convertible to 'type' is required	Error	https://msdn.microsoft.com/en-us/library/ekckz6b8(v=vs.90).aspx
C# Compiler	CS0127	RetNoObjectRequired	Since 'function' returns void, a return keyword must not be followed by an object expression	Error	https://msdn.microsoft.com/en-us/library/wttka33z(v=vs.90).aspx
C# Compiler	CS0128	LocalDuplicate	A local variable named 'variable' is already defined in this scope	Error	https://msdn.microsoft.com/en-us/library/ada6dw95(v=vs.90).aspx
C# Compiler	CS0131	AssgLvalueExpected	The left-hand side of an assignment must be a variable, property or indexer	Error	https://msdn.microsoft.com/en-us/library/x5s08de8(v=vs.90).aspx
C# Compiler	CS0132	StaticConstParam	'constructor' : a static constructor must be parameterless	Error	https://msdn.microsoft.com/en-us/library/zbs4dc58(v=vs.90).aspx
C# Compiler	CS0133	NotConstantExpression	The expression being assigned to 'variable' must be constant	Error	https://msdn.microsoft.com/en-us/library/5st585s7(v=vs.90).aspx
C# Compiler	CS0134	NotNullConstRefField	'variable' is of type 'type'. A const field of a reference type other than string can only be initialized with null.	Error	https://msdn.microsoft.com/en-us/library/ms228606(v=vs.90).aspx
C# Compiler	CS0135	NameIllegallyOverrides	'declaration1' conflicts with the declaration 'declaration2'	Error	https://msdn.microsoft.com/en-us/library/444w1dwy(v=vs.90).aspx
C# Compiler	CS0136	LocalIllegallyOverrides	A local variable named 'var' cannot be declared in this scope because it would give a different meaning to 'var', which is already used in a 'parent or current/child' scope to denote something else	Error	https://msdn.microsoft.com/en-us/library/973aa6bt(v=vs.90).aspx
C# Compiler	CS0138	BadUsingNamespace	A using namespace directive can only be applied to namespaces; 'type' is a type not a namespace	Error	https://msdn.microsoft.com/en-us/library/56f5tcyz(v=vs.90).aspx
C# Compiler	CS0139	NoBreakOrCont	No enclosing loop out of which to break or continue	Error	https://msdn.microsoft.com/en-us/library/wyzw3h9b(v=vs.90).aspx
C# Compiler	CS0140	DuplicateLabel	The label 'label' is a duplicate	Error	https://msdn.microsoft.com/en-us/library/03xxxhyf(v=vs.90).aspx
C# Compiler	CS0143	NoConstructors	The type 'class' has no constructors defined	Error	https://msdn.microsoft.com/en-us/library/7z6fxc01(v=vs.90).aspx
C# Compiler	CS0144	NoNewAbstract	Cannot create an instance of the abstract class or interface 'interface'	Error	https://msdn.microsoft.com/en-us/library/43fx54fz(v=vs.90).aspx
C# Compiler	CS0145	ConstValueRequired	A const field requires a value to be provided	Error	https://msdn.microsoft.com/en-us/library/7k1wd51e(v=vs.90).aspx
C# Compiler	CS0146	CircularBase	Circular base class dependency involving 'class1' and 'class2'	Error	https://msdn.microsoft.com/en-us/library/kty4k630(v=vs.90).aspx
C# Compiler	CS0148	BadDelegateConstructor	The delegate 'delegate' does not have a valid constructor	Error	https://msdn.microsoft.com/en-us/library/bs8zxhyf(v=vs.90).aspx
C# Compiler	CS0149	MethodNameExpected	Method name expected	Error	https://msdn.microsoft.com/en-us/library/03fcc1yx(v=vs.90).aspx
C# Compiler	CS0150	ConstantExpected	A constant value is expected	Error	https://msdn.microsoft.com/en-us/library/6weteh5e(v=vs.90).aspx
C# Compiler	CS0151	SwitchGoverningTypeValueExpected	A value of an integral type expected	Error	https://msdn.microsoft.com/en-us/library/dh0x1stb(v=vs.90).aspx
C# Compiler	CS0152	DuplicateCaseLabel	The label 'label' already occurs in this switch statement	Error	https://msdn.microsoft.com/en-us/library/b30519xc(v=vs.90).aspx
C# Compiler	CS0153	InvalidGotoCase	A goto case is only valid inside a switch statement	Error	https://msdn.microsoft.com/en-us/library/zke604wh(v=vs.90).aspx
C# Compiler	CS0154	PropertyLacksGet	The property or indexer 'property' cannot be used in this context because it lacks the get accessor	Error	https://msdn.microsoft.com/en-us/library/s8cktb3y(v=vs.90).aspx
C# Compiler	CS0155	BadExceptionType	The type caught or thrown must be derived from System.Exception	Error	https://msdn.microsoft.com/en-us/library/ycy5tssa(v=vs.90).aspx
C# Compiler	CS0156	BadEmptyThrow	A throw statement with no arguments is not allowed in a finally clause that is nested inside the nearest enclosing catch clause	Error	https://msdn.microsoft.com/en-us/library/w5es5s8w(v=vs.90).aspx
C# Compiler	CS0157	BadFinallyLeave	Control cannot leave the body of a finally clause	Error	https://msdn.microsoft.com/en-us/library/0hbbzekw(v=vs.90).aspx
C# Compiler	CS0158	LabelShadow	The label 'label' shadows another label by the same name in a contained scope	Error	https://msdn.microsoft.com/en-us/library/1sfytc62(v=vs.90).aspx
C# Compiler	CS0159	LabelNotFound	No such label 'label' within the scope of the goto statement	Error	https://msdn.microsoft.com/en-us/library/hak1fc9d(v=vs.90).aspx
C# Compiler	CS0160	UnreachableCatch	A previous catch clause already catches all exceptions of this or of a super type ('type')	Error	https://msdn.microsoft.com/en-us/library/hxs37t55(v=vs.90).aspx
C# Compiler	CS0161	ReturnExpected	'method': not all code paths return a value	Error	https://msdn.microsoft.com/en-us/library/87cz4k9t(v=vs.90).aspx
C# Compiler	CS0162	UnreachableCode	Unreachable code detected	Warning (level 2)	https://msdn.microsoft.com/en-us/library/c0h4st1x(v=vs.90).aspx
C# Compiler	CS0163	SwitchFallThrough	Control cannot fall through from one case label ('label') to another	Error	https://msdn.microsoft.com/en-us/library/843c4c28(v=vs.90).aspx
C# Compiler	CS0164	UnreferencedLabel	This label has not been referenced	Warning (level 2)	https://msdn.microsoft.com/en-us/library/1k8ft9ad(v=vs.90).aspx
C# Compiler	CS0165	UseDefViolation	Use of unassigned local variable 'name'	Error	https://msdn.microsoft.com/en-us/library/4y7h161d(v=vs.90).aspx
C# Compiler	CS0167	NoInvoke	The delegate 'delegate' is missing the Invoke method	Error	https://msdn.microsoft.com/en-us/library/c8z0x3k8(v=vs.90).aspx
C# Compiler	CS0168	UnreferencedVar	The variable 'var' is assigned but its value is never used	Warning (level 3)	https://msdn.microsoft.com/en-us/library/tf85t6e4(v=vs.90).aspx
C# Compiler	CS0169	UnreferencedField	The private field 'class member' is never used	Warning (level 3)	https://msdn.microsoft.com/en-us/library/x7sk421w(v=vs.90).aspx
C# Compiler	CS0170	UseDefViolationField	Use of possibly unassigned field 'field'	Error	https://msdn.microsoft.com/en-us/library/829s64e2(v=vs.90).aspx
C# Compiler	CS0171	UnassignedThis	Backing field for automatically implemented property 'name' must be fully assigned before control is returned to the caller. Consider calling the default constructor from a constructor initializer.	Error	https://msdn.microsoft.com/en-us/library/s1kbc6yx(v=vs.90).aspx
C# Compiler	CS0172	AmbigQM	Type of conditional expression cannot be determined because 'type1' and 'type2' implicitly convert to one another	Error	https://msdn.microsoft.com/en-us/library/1yaky37f(v=vs.90).aspx
C# Compiler	CS0173	InvalidQM	Type of conditional expression cannot be determined because there is no implicit conversion between 'class1' and 'class2'	Error	https://msdn.microsoft.com/en-us/library/hb47kt2f(v=vs.90).aspx
C# Compiler	CS0174	NoBaseClass	A base class is required for a 'base' reference	Error	https://msdn.microsoft.com/en-us/library/0bcx1w33(v=vs.90).aspx
C# Compiler	CS0175	BaseIllegal	Use of keyword 'base' is not valid in this context	Error	https://msdn.microsoft.com/en-us/library/4f2s8h1k(v=vs.90).aspx
C# Compiler	CS0176	ObjectProhibited	Static member 'member' cannot be accessed with an instance reference; qualify it with a type name instead	Error	https://msdn.microsoft.com/en-us/library/zhcxt2bd(v=vs.90).aspx
C# Compiler	CS0177	ParamUnassigned	The out parameter 'parameter' must be assigned to before control leaves the current method	Error	https://msdn.microsoft.com/en-us/library/8fzd768w(v=vs.90).aspx
C# Compiler	CS0178	InvalidArray	Invalid rank specifier: expected ',' or ']'	Error	https://msdn.microsoft.com/en-us/library/b6ax0bze(v=vs.90).aspx
C# Compiler	CS0179	ExternHasBody	'member' cannot be extern and declare a body	Error	https://msdn.microsoft.com/en-us/library/xk38stck(v=vs.90).aspx
C# Compiler	CS0180	AbstractAndExtern	'member' cannot be both extern and abstract	Error	https://msdn.microsoft.com/en-us/library/hytz61xx(v=vs.90).aspx
C# Compiler	CS0182	BadAttributeArgument	An attribute argument must be a constant expression, typeof expression or array creation expression of an attribute parameter type	Error	https://msdn.microsoft.com/en-us/library/09ze6t76(v=vs.90).aspx
C# Compiler	CS0183	IsAlwaysTrue	The given expression is always of the provided ('type') type	Warning (level 1)	https://msdn.microsoft.com/en-us/library/sb7782xb(v=vs.90).aspx
C# Compiler	CS0184	IsAlwaysFalse	The given expression is never of the provided ('type') type	Warning (level 1)	https://msdn.microsoft.com/en-us/library/230kb9yt(v=vs.90).aspx
C# Compiler	CS0185	LockNeedsReference	'type' is not a reference type as required by the lock statement	Error	https://msdn.microsoft.com/en-us/library/tc4e18b4(v=vs.90).aspx
C# Compiler	CS0186	NullNotValid	Use of null is not valid in this context 	Error	https://msdn.microsoft.com/en-us/library/19w6t732(v=vs.90).aspx
C# Compiler	CS0188	UseDefViolationThis	The 'this' object cannot be used before all of its fields are assigned to	Error	https://msdn.microsoft.com/en-us/library/w29h4276(v=vs.90).aspx
C# Compiler	CS0191	AssgReadonly	Property or indexer 'name' cannot be assigned to -- it is read only	Error	https://msdn.microsoft.com/en-us/library/03z21wxa(v=vs.90).aspx
C# Compiler	CS0192	RefReadonly	Fields of static readonly field 'name' cannot be passed ref or out (except in a static constructor)	Error	https://msdn.microsoft.com/en-us/library/sa4td06k(v=vs.90).aspx
C# Compiler	CS0193	PtrExpected	The * or -&gt; operator must be applied to a pointer	Error	https://msdn.microsoft.com/en-us/library/621kbhss(v=vs.90).aspx
C# Compiler	CS0196	PtrIndexSingle	A pointer must be indexed by only one value	Error	https://msdn.microsoft.com/en-us/library/zty61tw9(v=vs.90).aspx
C# Compiler	CS0197	ByRefNonAgileField	Passing 'argument' as ref or out or taking its address may cause a runtime exception because it is a field of a marshal-by-reference class	Warning (level 1)	https://msdn.microsoft.com/en-us/library/y545659k(v=vs.90).aspx
C# Compiler	CS0198	AssgReadonlyStatic	Fields of static readonly field 'name' cannot be assigned to (except in a static constructor or a variable initializer)	Error	https://msdn.microsoft.com/en-us/library/xd8k5h12(v=vs.90).aspx
C# Compiler	CS0199	RefReadonlyStatic	Fields of static readonly field 'name' cannot be passed ref or out (except in a static constructor)	Error	https://msdn.microsoft.com/en-us/library/wdtz637w(v=vs.90).aspx
C# Compiler	CS0200	AssgReadonlyProp	Property or indexer 'property' cannot be assigned to - it is read only	Error	https://msdn.microsoft.com/en-us/library/fd8axwct(v=vs.90).aspx
C# Compiler	CS0201	IllegalStatement	Only assignment, call, increment, decrement, and new object expressions can be used as a statement	Error	https://msdn.microsoft.com/en-us/library/k626bk8b(v=vs.90).aspx
C# Compiler	CS0202	BadGetEnumerator	foreach requires that the return type 'type' of 'type.GetEnumerator()' must have a suitable public MoveNext method and public Current property	Error	https://msdn.microsoft.com/en-us/library/ty55f89b(v=vs.90).aspx
C# Compiler	CS0204	TooManyLocals	Only 65534 locals are allowed	Error	https://msdn.microsoft.com/en-us/library/85e6hz4a(v=vs.90).aspx
C# Compiler	CS0205	AbstractBaseCall	Cannot call an abstract base member: 'method'	Error	https://msdn.microsoft.com/en-us/library/b307b7dc(v=vs.90).aspx
C# Compiler	CS0206	RefProperty	A property or indexer may not be passed as an out or ref parameter	Error	https://msdn.microsoft.com/en-us/library/4xd8bbw5(v=vs.90).aspx
C# Compiler	CS0208	ManagedAddr	Cannot take the address of, get the size of, or declare a pointer to a managed type ('type')	Error	https://msdn.microsoft.com/en-us/library/x2estayf(v=vs.90).aspx
C# Compiler	CS0209	BadFixedInitType	The type of local declared in a fixed statement must be a pointer type	Error	https://msdn.microsoft.com/en-us/library/xa9b2xdz(v=vs.90).aspx
C# Compiler	CS0210	FixedMustInit	You must provide an initializer in a fixed or using statement declaration	Error	https://msdn.microsoft.com/en-us/library/b78f7x9w(v=vs.90).aspx
C# Compiler	CS0211	InvalidAddrOp	Cannot take the address of the given expression	Error	https://msdn.microsoft.com/en-us/library/sy4at6sb(v=vs.90).aspx
C# Compiler	CS0212	FixedNeeded	You can only take the address of an unfixed expression inside of a fixed statement initializer	Error	https://msdn.microsoft.com/en-us/library/29ak9b70(v=vs.90).aspx
